lesson_id	kana	romaji	meaning_vi	audio_key	script	tags
2	では	deha	vậy thì, vậy thì =	lesson_ce4a37e9b366	HIRAGANA	DAKUON
2	でも	demo	nhưng	lesson_c1a550b9136f	HIRAGANA	DAKUON
2	でんき	denki	điện	lesson_e9247487df58	HIRAGANA	DAKUON
2	でんわ	denwa	điện thoại	lesson_78b47ae41b4f	HIRAGANA	DAKUON
2	ときどき	tokidoki	đôi khi	lesson_744151957479	HIRAGANA	DAKUON
2	どこ	doko	ở đâu	lesson_27b6a68a3360	HIRAGANA	DAKUON
2	どこか	dokoka	ở đâu đó	lesson_81021dc6fd08	HIRAGANA	DAKUON
2	どちら	dochira	cái nào」 「	lesson_92e9d13dac68	HIRAGANA	DAKUON
2	どなた	donata	ai	lesson_45985db25602	HIRAGANA	DAKUON
2	どの	dono	cái nào	lesson_88d5e5900e84	HIRAGANA	DAKUON
2	ともだち	tomodachi	người bạn	lesson_fa04cb341f01	HIRAGANA	DAKUON
2	えんぴつ	enpitsu	bút chì	lesson_d3d3e4e3d160	HIRAGANA	HANDAKUON
2	さんぽ	sanpo	đi bộ	lesson_b2a2c7fef240	HIRAGANA	HANDAKUON
2	しんぱい	shinpai	lo lắng	lesson_aa8f1a063254	HIRAGANA	HANDAKUON
2	てんぽ	tenpo	cửa tiệm	lesson_5d3222bdec26	HIRAGANA	HANDAKUON
2	かんぺき	kanpeki	hoàn hảo	lesson_ecbd4f007cbe	HIRAGANA	HANDAKUON
2	げんぱつ	genpatsu	nhà máy điện hạt nhân	lesson_9d11cd2e39d6	HIRAGANA	DAKUON,HANDAKUON
2	しんぴん	shinpin	bài viết mới	lesson_9d2e0e505794	HIRAGANA	HANDAKUON
2	でんぱ	denpa	sóng vô tuyến	lesson_a7d045b87434	HIRAGANA	DAKUON,HANDAKUON
2	あんぽ	anpo	an ninh (ví dụ: an ninh quốc gia)	lesson_f6405eca8588	HIRAGANA	HANDAKUON
2	はんぱつ	hanpatsu	sự phản đối	lesson_662f4d57a31d	HIRAGANA	HANDAKUON
2	ひんぱん	hinpan	thường xuyên	lesson_7098eace2d57	HIRAGANA	HANDAKUON
2	こんぽん	konpon	gốc	lesson_ee0461c3e299	HIRAGANA	HANDAKUON
2	こんぽんてき	konponteki	cơ bản	lesson_cbc39143c0c9	HIRAGANA	HANDAKUON
2	しんぽ	shinpo	tiến bộ	lesson_cb8202e2e9c8	HIRAGANA	HANDAKUON
2	はんぱ	hanpa	tàn dư	lesson_86b5e6b7b7ff	HIRAGANA	HANDAKUON
2	ぜんぱん	zenpan	(cái) toàn bộ	lesson_a9f231e900ce	HIRAGANA	DAKUON,HANDAKUON
2	べんぴ	benpi	táo bón	lesson_fcabd23b7837	HIRAGANA	DAKUON,HANDAKUON
2	れんぱつ	renpatsu	xảy ra liên tiếp	lesson_3ba4932486dc	HIRAGANA	HANDAKUON
2	しんぴ	shinpi	bí ẩn	lesson_8f2c473a488e	HIRAGANA	HANDAKUON
2	しんぴてき	shinpiteki	bí ẩn	lesson_482ee8fab881	HIRAGANA	HANDAKUON
2	きんぱつ	kinpatsu	tóc vàng	lesson_b1e6407c45fa	HIRAGANA	HANDAKUON
2	たんぱくしつ	tanpakushitsu	chất đạm	lesson_1ebfce72a40e	HIRAGANA	HANDAKUON
2	しんぱん	shinpan	sự phán xét	lesson_3c63e50c4543	HIRAGANA	HANDAKUON
2	せんぱつ	senpatsu	bắt đầu trước	lesson_cee983473c26	HIRAGANA	HANDAKUON
2	かんぱい	kanpai	chúc mừng	lesson_d2559689fa17	HIRAGANA	HANDAKUON
2	さんぱい	sanpai	đi cầu nguyện (ở đền, chùa)	lesson_13141c51bebb	HIRAGANA	HANDAKUON
2	たんぽ	tanpo	an ninh	lesson_416b09d7fbcc	HIRAGANA	HANDAKUON
2	ねんぴ	nenpi	tiêu thụ nhiên liệu	lesson_cc5624906ff6	HIRAGANA	HANDAKUON
2	たんぺん	tanpen	truyện ngắn	lesson_b32057b8a2e6	HIRAGANA	HANDAKUON
2	ぶんぱい	bunpai	phép chia	lesson_ba760ff5f763	HIRAGANA	DAKUON,HANDAKUON
3	あたらしい	atarashii	mới [i-adj.]	lesson_51073ad2e497	HIRAGANA	CHOUON
3	いい	ii	tốt [i-adj.]	lesson_46b255d3a847	HIRAGANA	CHOUON
3	いそがしい	isogashii	bận [i-adj.]	lesson_2b241e099ef8	HIRAGANA	CHOUON,DAKUON
3	いもうと	imouto	em gái của tôi)	lesson_3f5b4e6556fa	HIRAGANA	CHOUON
3	うれしい	ureshii	hạnh phúc, hài lòng [i-adj.]	lesson_543030e0a63b	HIRAGANA	CHOUON
3	えいが	eiga	phim	lesson_e29f00262e76	HIRAGANA	CHOUON,DAKUON
3	えいがかん	eigakan	rạp chiếu phim	lesson_a56d9474c7a8	HIRAGANA	CHOUON,DAKUON
3	えいご	eigo	Tiếng Anh	lesson_b2319674cf34	HIRAGANA	CHOUON,DAKUON
3	おいしい	oishii	ngon, ngon, ngon [i-adj.]	lesson_ac15ff145286	HIRAGANA	CHOUON
3	おおい	ooi	rất nhiều [i-adj.]	lesson_5ab8b66eb8bf	HIRAGANA	CHOUON
3	おおきい	ookii	lớn [i-adj.]	lesson_8638ff4445f2	HIRAGANA	CHOUON
3	おおきな	ookina	lớn	lesson_e92155ac3ab2	HIRAGANA	CHOUON
3	おおぜい	oozei	nhiều (người), rất nhiều (người)	lesson_a333d4ad13ab	HIRAGANA	CHOUON,DAKUON
3	おじいさん	ojiisan	ông nội	lesson_f309e91869f7	HIRAGANA	CHOUON,DAKUON
3	おとうと	otouto	em trai của tôi)	lesson_f4b1936b0927	HIRAGANA	CHOUON
3	おにいさん	oniisan	anh trai của ai đó)	lesson_ecaf215b0381	HIRAGANA	CHOUON
3	おねえさん	oneesan	chị gái của ai đó)	lesson_8cf44fafbf93	HIRAGANA	CHOUON
3	おばあさん	obaasan	bà nội	lesson_55ab764826fe	HIRAGANA	CHOUON,DAKUON
3	おべんとう	obentou	hộp cơm trưa	lesson_ca561a6e956c	HIRAGANA	CHOUON,DAKUON
3	がくせい	gakusei	sinh viên	lesson_58f16b7e1247	HIRAGANA	CHOUON,DAKUON
3	かようび	kayoubi	thứ ba	lesson_f99c2b5c538a	HIRAGANA	CHOUON,DAKUON
3	かわいい	kawaii	xinh đẹp, ngọt ngào, dễ thương [i-adj.]	lesson_cdb471abd4fa	HIRAGANA	CHOUON
3	きいろい	kiiroi	màu vàng [i-adj.]	lesson_8a3c3c156936	HIRAGANA	CHOUON
3	きのう	kinou	hôm qua	lesson_c1da8370349b	HIRAGANA	CHOUON
3	きゅう	kyuu	chín	lesson_850ea8378a58	HIRAGANA	CHOUON,YOUON
3	ぎゅうにく	gyuuniku	thịt bò	lesson_6700b1a8c210	HIRAGANA	CHOUON,DAKUON,YOUON
3	ぎゅうにゅう	gyuunyuu	sữa	lesson_309edf148b9c	HIRAGANA	CHOUON,DAKUON,YOUON
3	きょう	kyou	hôm nay	lesson_858a1996f848	HIRAGANA	CHOUON,YOUON
3	きょうしつ	kyoushitsu	lớp học	lesson_7e12821a5ba3	HIRAGANA	CHOUON,YOUON
3	きょうだい	kyoudai	anh chị em; anh chị em ruột	lesson_8a0c119f7254	HIRAGANA	CHOUON,DAKUON,YOUON
3	きょうと	kyouto	Kyoto [tên thành phố]	lesson_3fe44e06f2ba	HIRAGANA	CHOUON,YOUON
3	きれい	kirei	đẹp, sạch sẽ [na-adj.]	lesson_2b8c515b4475	HIRAGANA	CHOUON
3	ぎんこう	ginkou	ngân hàng	lesson_8ea2b1a28df9	HIRAGANA	CHOUON,DAKUON
3	きんようび	kinyoubi	thứ sáu	lesson_0cbed1b75501	HIRAGANA	CHOUON,DAKUON
3	げつようび	getsuyoubi	thứ hai	lesson_13856bbf7c54	HIRAGANA	CHOUON,DAKUON
3	こうえん	kouen	công viên	lesson_89db3626278c	HIRAGANA	CHOUON
3	こうばん	kouban	đồn cảnh sát	lesson_d0dfae87b141	HIRAGANA	CHOUON,DAKUON
3	こんしゅう	konshuu	tuần này	lesson_c7f92dac1d13	HIRAGANA	CHOUON,YOUON
3	さとう	satou	đường	lesson_e546ed0adf99	HIRAGANA	CHOUON
3	じどうしゃ	jidousha	xe hơi	lesson_4da1b76781b9	HIRAGANA	CHOUON,DAKUON,YOUON
3	しゅう	shuu	tuần	lesson_e5d40446ead1	HIRAGANA	CHOUON,YOUON
3	じゅう	juu	mười	lesson_c3c54579ea2a	HIRAGANA	CHOUON,DAKUON,YOUON
3	じゅぎょう	jugyou	lớp, bài học	lesson_ed45f312edd5	HIRAGANA	CHOUON,DAKUON,YOUON
3	じょうず	jouzu	tốt, khéo léo [na-adj.]	lesson_5a563cde3c6e	HIRAGANA	CHOUON,DAKUON,YOUON
3	じょうぶ	joubu	khỏe mạnh, mạnh mẽ, chắc chắn, bền bỉ [na-adj.]	lesson_d1e044a86f08	HIRAGANA	CHOUON,DAKUON,YOUON
3	しょうゆ	shouyu	nước tương	lesson_317e77631478	HIRAGANA	CHOUON,YOUON
3	しょくどう	shokudou	phòng ăn 10	lesson_813a882206dc	HIRAGANA	CHOUON,DAKUON,YOUON
3	すいようび	suiyoubi	thứ tư	lesson_18d9cd747a1b	HIRAGANA	CHOUON,DAKUON
3	すずしい	suzushii	mát mẻ (thời tiết) [i-adj.]	lesson_3f3faecf4445	HIRAGANA	CHOUON,DAKUON
3	せいと	seito	sinh viên	lesson_fb40637776d9	HIRAGANA	CHOUON
3	あさって	asatte	ngày mốt	lesson_5aa4954b69b1	HIRAGANA	SOKUON
3	いっしょ	issho	cùng với nhau	lesson_5cd112204972	HIRAGANA	SOKUON,YOUON
3	いっしょに	isshoni	cùng với nhau	lesson_3976ecd84121	HIRAGANA	SOKUON,YOUON
3	がっこう	gakkou	trường học	lesson_d969bf3c1164	HIRAGANA	CHOUON,DAKUON,SOKUON
3	きっさてん	kissaten	quán cà phê	lesson_8755c0574f02	HIRAGANA	SOKUON
3	きって	kitte	tem	lesson_e72b7d7266eb	HIRAGANA	SOKUON
3	きっぷ	kippu	vé	lesson_635a52a3cb17	HIRAGANA	HANDAKUON,SOKUON
3	ざっし	zasshi	tạp chí	lesson_597e19a6ad28	HIRAGANA	DAKUON,SOKUON
3	せっけん	sekken	xà phòng	lesson_363137950ed5	HIRAGANA	SOKUON
3	ちょっと	chotto	một chút	lesson_f7b0201b3f0e	HIRAGANA	SOKUON,YOUON
3	まっすぐ	massugu	thẳng [na-adj.]	lesson_3729cf98eb6d	HIRAGANA	DAKUON,SOKUON
3	みっか	mikka	ngày thứ ba của tháng, ba ngày	lesson_94fae99f7c2c	HIRAGANA	SOKUON
3	みっつ	mittsu	ba	lesson_a51025928299	HIRAGANA	SOKUON
3	むっつ	muttsu	sáu	lesson_90e3a4ab0658	HIRAGANA	SOKUON
3	もっと	motto	hơn thế nữa	lesson_2aaee3bd06df	HIRAGANA	SOKUON
3	やっつ	yattsu	tám	lesson_88e3abac66bc	HIRAGANA	SOKUON
3	ゆっくり	yukkuri	từ từ	lesson_1b1282bd4bad	HIRAGANA	SOKUON
3	よっつ	yottsu	bốn	lesson_50df20e65716	HIRAGANA	SOKUON
3	りっぱ	rippa	tốt, đẹp, đẹp mắt, lộng lẫy, tráng lệ [na-adj.]	lesson_5bb2b839dfcc	HIRAGANA	HANDAKUON,SOKUON
3	いってきます	ittekimasu	Tôi đi đây, tôi đi đây. 1	lesson_78b86e4e9b50	HIRAGANA	SOKUON
3	いらっしゃいませ	irasshaimase	Tôi có thể giúp gì cho bạn? (tại nhà hàng, cửa hàng) 1	lesson_97bed54b1a17	HIRAGANA	SOKUON,YOUON
3	からって	karatte	chỉ vì	lesson_42dc7ef5eecd	HIRAGANA	SOKUON
3	だった	datta	đã là	lesson_9cb6bd70a560	HIRAGANA	DAKUON,SOKUON
3	ってことは	ttekotoha	đó là để nói	lesson_a7299e861852	HIRAGANA	SOKUON
3	にってい	nittei	lịch trình	lesson_148dfdeb537f	HIRAGANA	CHOUON,SOKUON
3	あっ	atsu	à	lesson_d9303c6e4b5a	HIRAGANA	SOKUON
3	あっての	atteno	chỉ có thể tồn tại nhờ sự có mặt của	lesson_53645c67adc4	HIRAGANA	SOKUON
3	にっぽん	nippon	Nhật Bản	lesson_771349cd96c6	HIRAGANA	HANDAKUON,SOKUON
3	やった	yatta	hoan hô	lesson_40816daf6c85	HIRAGANA	SOKUON
3	となったら	tonattara	ở đâu... có liên quan	lesson_3d362201c959	HIRAGANA	SOKUON
3	にあっては	niatteha	trong	lesson_3441120ff1f6	HIRAGANA	SOKUON
3	あってない	attenai	thiếu một số thuộc tính mong muốn (kích thước, tính hữu dụng, v.v.)	lesson_ed4de687f011	HIRAGANA	SOKUON
3	やっか	yakka	giá thuốc	lesson_e2cbcbaa0c2c	HIRAGANA	SOKUON
3	にっちゅう	nitchuu	ban ngày	lesson_0c37cc40832d	HIRAGANA	CHOUON,SOKUON,YOUON
3	だったら	dattara	nếu đúng như vậy	lesson_2c1fd3e5e61e	HIRAGANA	DAKUON,SOKUON
3	よっか	yokka	ngày thứ 4 của tháng	lesson_9513786f2995	HIRAGANA	SOKUON
3	といっても	toittemo	mặc dù tôi nói	lesson_19b5ad0722ba	HIRAGANA	SOKUON
